DataSourceId,Text,Label,StageOfOperation,Source,Note,BCS,COSPEvaluation,COSPNumber
UIEA2017120702374,L ENG HPSOV CAUTION EICAS  INTERMITTENT ON AT REPEAT TAKEOFF  LEVEL OFF  DESCENT  L ENG HPSOV STATUS  MSG ON AFTER TAKEOFF(<DIV>REMOVED AND REPLACED&NBSP; L .ENG HPSOV REF AMM 36-11-07 PERFORMED AIRSUPPLY CONTROL SYSTEM BITE CHECK OK REF AMM 36-23-00 BITE OK PASSED LECK CHECK OK</DIV>) Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: SHUTOFF VALVE Part Condition: MALFUNCTIONED,No,TAKEOFF                                           ,SME Feedback,HPSOV,,,
UIEA2017121302400,L ENG HPSOV FAILED.(<DIV>PERFORMED FIM 36-10-00 FT 833 AND WIRE CHECKS IAW WDM 36-11-61. NO FAULTS NOTED AT THIS TIME.</DIV>) Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: SHUTOFF VALVE Part Condition: FAILED,No,NOT REPORTED                                      ,SME Feedback,HPSOV,TLS-TLS-17-0534,Not COSP Reportable,
UIEA2017121502408,WEATHER RADAR FAILED MESSAGE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: WARNING MESSAGE Part Condition: ILLUMINATED,No,CRUISE                                            ,SME Feedback,Weather Radar,,,
UIEA2017121802411,"APU DUCT PRESSURE DROPPED TO 15 PSI DURING START.  REMOVED AND REPLACED SURGE CONTROL VALVE IAW AMM 49-53-01,  OPS CHECKED GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: CONTROL VALVE Part Condition: FAILED",No,TAXI                                              ,SME Feedback,APU,,,
UIEA2017121902414,STATUS MESSAGE FOR CABIN ALTITUDE AUTO 2.  REMOVED AND REPLACED THE OUTFLOW VALVE ACTUATOR AC MOTOR IAW AMM 21-31-05. OPS CHECKED OK. NO STATUS MESSAGE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: MOTOR Part Condition: FAILED,Maybe,NOT REPORTED                                      ,SME Feedback,,,,
UIEA2017122002417,"AT FL 400, CABIN ALTITUDE INDICATOR FLUCTUATED BETWEEN 20,000- 10,000 FT.  NO CABIN ALTITUDE EICAS CAUTION MESSAGE OR MASTER CAUTIONS ILLUMINATED.  DESCENDED TO FL 340 AND HAD NORMAL INDICATION.   CABIN DIFFERENTIAL PRESSURE NEVER WENT INTOTHE AMBER BAND.  REMOVED AND REPLACED THE CABIN PRESSURE GAUGE PANEL ASSY IAW AMM 21-33-01.  OPS CHECKED GOOD. Nature of Condition:  FALSE WARNING Precautionary Procedure:  EMER. DESCENT Part Name: INDICATOR Part Condition: MALFUNCTIONED",Maybe,DESCENT                                           ,SME Feedback,,,,
UIEA2017122102423,MAIN CARGO DOOR WARNING ANNUNCIATED DURING CLIMB PASSING FL240. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: WARNING MESSAGE Part Condition: ILLUMINATED,No,CLIMB                                             ,SME Feedback,Door,,,
UIEA2017123002446,"LEFT ENGINE ANTI-ICE VALVE INDICATES OPEN AT GATE.  RESET THE ANTI-ICE VALVE TO THE OFF POSITION,  OPS CHECKED NORMAL IAW AMM 30-21-00. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: WARNING LIGHT Part Condition: ILLUMINATED",No,TAXI                                              ,SME Feedback,EAI,,,
UIEA2018010500015,PRESSURE RATE NEEDLE SPINS IN ALL DIRECTION AT LEVEL FLT.  DIFF & ALT OK READINGS.   REMOVED AND REPLACED THE CABIN PRESSURE INDICATOR.    OPERATED IAW AMM 21-31-00. Nature of Condition:  FALSE WARNING Precautionary Procedure:  OTHER Part Name: INDICATOR Part Condition: FAILED,No,CRUISE                                            ,SME Feedback,Displays only,,,
UIEA2018031400404,"AT FL 370 CABIN ALTITUDE BEGAN A SLOW CLIMB, WITH OUTFLOW VALVE FULLY CLOSED.  DESCENDING TO FL 300 AND CABIN ALT STABIL IZED AT 9000FT.   PERFORMED A BITE CHECK OR THE PRESSURE CONTROLLERS IAW AMM 21-31-00. OPS CHECKED GOOD.    ",Maybe,CRUISE                                            ,SME Feedback,STABILIZED DURING DESCENT,,,
UIEA2018082901841,"EICAS WARNING CABIN ALTITUDE AT FL 380. FOLLOWED QRH AND EMERGENCY DESCENT PROCEDURES. AUTO 1 AND AUTO 2 BOTH DID NOT ST ABLE CABIN ALTITUDE, SWITCHED TO MAIN MODE AND WAS ABLE TO STABILIZE CABIN. REPEAT WRITE UP.-AUTO 2 CABIN ALTITUDE STILL  INOP. PERFORMED BITE CHECK ON SYS1 AND SYS2. NO FAULTS SYS2, SYS1 FAULTED AC MOTOR. RANG OUT WIRES ON SYS1 PER WDM 21-3 1-11, SYS2 PER WDM 21-31-21, FOUND NO CONTINUITY BETWEEN PIN 22, CONNECTOR B24(SELECTOR) AND PIN C1 CONNECTOR D2712/ EQU IP RACK. VERIFIED CONTINUITY AS PER WIRING SCHEMATIC/WDM 21-31-21. CABIN PRESS SYS AUTO2 AND PER STD WIRING PRACTICES. R EPLACED CABIN OUTFLOW VALVE ASSY IAW AMM 21-31-03: P/N OFF: 606832-18, S/N:13-1761. REMOVED AND REPLACED CABIN PRESSURE ",No,CRUISE                                            ,SME Feedback,Controllable,,,
UIEA2019091605507,"CLIMBING THROUGH FL180, CABIN ALTITUDE PRESS RAPIDLY INCREASED TO 15,000 FEET.  CABIN ALTITUDE WARNING LIGHT ILLUMINATED& HORN SOUNDED.  PAX OXYGEN MASKS DROPPED.  UNABLE TO ESTABLISH PRESS IN AUTO OR STANDBY, AN EMERGENCY WAS DECLARED.  FLIGHT RETURNED TO FIELD AT CLT & LANDED WITHOUT INCIDENT.  FOUND THE AIR CONDITIONING GND SERVICE VLV REMAINING OPEN, REPLACED VLV IAW AMM 21-21-15.  OPERATIONS CHECKED GOOD, ACFT PRESSURIZATION TESTED GOOD AT THIS TIME.  REPLACED OXYGEN GENERATORS & REPACKED MASKS. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, O2 MASK DEPLOYED, EMER. DESCENT Part Name: VALVE Part Condition: FAULTY",Yes,,FAA and Sentence Transformer Aided ,O2 Mask Deployed,,,
UIEA202009212022,"CABIN ALTITUDE UNCONTROLLABLE AT FL 360, OUTFLOW VALVE UNCONTROLLABLE.  CABIN ALT AUTO 2 STATUS MESSAGE, CABIN ALTITUDE  EICAS MESSAGE.  REMOVED AND REPLACED SELECTOR CBN PRESSURE, IAW AMM 21-31-01.  OPS CHECK NORMAL.    ",Maybe,CRUISE                                            ,SME Feedback,,TLS-TLS-20-0512,COSP Reportable,
UIEA2021013100161,"OXYGEN LEAK. PERFORMED LEAKS CHECK OF CREW O2 SYSTEM LINES IAW AMM 35-11-00. CHECKED AND TIGHTENED LINES IAW AMM 20-11-0 0. CHECKED CAPTAINS, F/O, AND OBSERVER MASKS FOR LEAKS, AND PROPER STORAGE IAW AMM 35-11-51. NO LEAKS NOTED, SYSTEM OPS  NORMAL AT THIS TIME. LP 1088963 - M4: REMOVED AND REPLACED CREW O2 BOTTLE IAW AMM 35-11-00, AMM 12-15-08, AND GMM 3.25.3 . LEAK CHECK GOOD, OPS NORMAL AT THIS TIME.  ",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
UPS08552985,"DTW - FLT 390 - EN ROUTE FROM CLT TO DTW, AT FL350, A/C LOST PRESSURIZATION.  CABIN CLIMBED TO 11,000 FT WITH CABIN ALTITUDE WARNING HORN SOUNDING.  CREW ACCOM QRH PROCEDURES AND RAPID DESCENT TO 10,000 FEET.  FLT CONTINUED TO DTW AND LANDED WITHOUT INCIDENT.  MX PERFORMED SINGLE PACK CONFIDENCE CHECK.  R&R AFT OUTFLOW VALVE, ALL HEAT EXCHANGERS, DELTA P MODULE, LT ACM, FWD CARGO DOOR SEAL AND FWD RADIO ALTIMERTER ANTENNA GASKET.  RIGGED FORWARD SVC DOOR AND ACCOM TEMP REPAIRTO A THREE INCH CRACK IN FUSELAGE AT STA 520R, STRINGER 12.  OPS AND LEAK CHECKED ALL WORK PERFORMED.  ACCOMPLISHED SATISFACTORY TEST FLIGHT FOR PRESSURIZATION SYSTEM.  (M) Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: OUTFLOW VALVE Part Condition: LEAKING",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USA2002F00033,"WHILE MAINTAINING FL380, CABIN WARNING ALTITUDE ALERT SOUNDED.  CABIN ALTITUDE WAS ABOVE 10.000 AND CLIMBING SLOWLY.  INITIATED EMERGENCY CABIN DESCENT.  ABLE TO MAINTAIN CABIN CONTROL BY 20.000 FEET AFTER LEVELING AT 20.000 CABIN ALTITUDEDESCENDED TO 4.000.  FOUND MAIN CARGO DOOR SEAL DAMAGED.  REMOVED AND REPLACED MAIN CARGO DOOR SEAL IAW MM 52-09-05. PERFORMED AUTO AND MANUAL PRESSURIZATION CONTROL SYS TEST, OPS AND LEAK CHECK FOUND NORMAL. NO LEAKS NOTED IAW MM 21-31-00. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: SEAL Part Condition: DAMAGED",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USA2002F00043,"DURING CRUISE FLIGHT, THE CREW NOTICED AN UNCOMMANDED CLIMB IN CABIN ALTITUDE.  THE EMERGENCY PRESSURE LOSS CHECKLIST WAS ACCOMPLISHED BUT CABIN PRESSURE WAS NOT RESTORED.  A RAPID DESCENT WAS MADE TO A LOWER ALTITUDE AND THE FLIGHT DIVERTED.  COM WAS FOLLOWED AND THE CREW MANUALLY DEPLOYED THE MASKS AFTER NOTING THAT THE CABIN REACHED 12,000 FT.  LOCAL MX PERFORMED BITE AND FAULT CODES 016 AND 005 WERE DISPLAYED.  INSP OF THE PRESSURE SYSTEM DID OT FIND ANY DEFECTS.  ACFT WAS FERRIED, WHERE THE OUTFLOW VALVE AND BOTH PRESSURE CONTROLLERS WERE REPLACED ALONG WITH ALL OF THE DEPLOYED MASKS.  (K) Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: CONTROLLER Part Condition: INOPERATIVE",Yes,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
USA2002F00069,"ENROUTE, THE AIRCRAFT LOST CABIN PRESSURIZATION AS MASTER CAUTION WARNING LIGHT ILLUMINATED.  AUTO, STANDBY AND MANUAL PRESSURIZATION MODES WOULD NOT STOP CABIN FROM CLIMBING.  CREW DONNED OXYGEN MASKS, ACCOMPLISHED QUICK REFERENCE HANDBOOKPROCEDURES AND DECENDED.  CREW DECLARED AN EMERGENCY AND THE CABIN WAS PREPPED FOR USE OF THE OXYGEN MASKS.  OXYGEN MASKS WERE DEPLOYED AND THE FLIGHT DIVERTED.  FLIGHT LANDED WITHOUT FURTHER INCIDENT.  MAINTENANCE REMOVED AND REPLACED THEAFT CARGO DOOR SEAL AND THE MAIN ENTRANCE DOOR SEAL (PN BAC 1521-522). Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: SEAL Part Condition: TORN",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USA2004F00014,"ENROUTE, CREW REPORTED VIA ACARS THEY ENCOUNTERED A SLOW LOSS OF CABIN PRESSURIZATION.  PRESSURE LOSS WAS NOT EXPLOSIVEBUT CREW COULD NOT CONTROL PRESSURIZATION.  FLIGHT DESCENDED TO 10,000 FEET AND CONTINUED.  NO OXYGEN MASKS WERE DEPLOYED.  FLIGHT LANDED WITHOUT FURTHER INCIDENT.  MAINTENANCE ACTION PENDING. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: CONTROLLER Part Condition: MALFUNCTIONED",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USA2004F00046,"AT FL 350 THE CABIN ALTITUDE HORN SOUNDED, THE CABIN CLIMBED ABOVE 10,000 FT AND CONTINUED TO CLIMB WITH THE OUTFLOW VAL VE CLOSED. FOUND DEBRIS IN FORWARD CARGO PIT DOOR, REMOVED DEBRIS, PERFORMED PRESSURIZATION CONTROL SYSTEM, OP''S CHECK G OOD IAW AMM 21-31-00. NO DEFECTS NOTED.   ",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA20090709SB114,"DECLARED EMERGENCY.  CABIN PRESSURIZATION CONTROLLER FAILED, COULD NOT MAINTAIN CABIN PRESSURE.  RAPID DECOMPRESSION OCCURRED.  FWD F/A'S O2 MASK DID NOT FALL DOWN.  PRESSURIZATION CONTROLLER OPERATED PARTIALLY DURING SHORT FINAL.  REMOVEDAND REPLACED CABIN PRESSURE CONTROLLER, OVERHEAD MODULE, AND OUTFLOW VALVE.  OPS CHECK GOOD PER MM. Nature of Condition:  AFFECT SYSTEMS Precautionary Procedure:  EMER. DESCENT Part Name: MODULE Part Condition: FAULTY",Yes,DESCENT                                           ,FAA and Sentence Transformer Aided ,,,,
USAA20090915SB148,"CLT - LEVEL AT FL270, CREW REPORTED THE CABIN ALTITUDE WARNING HORN SOUNDED.  CABIN ALTITUDE WAS AT 10,000 FEET AND CLIMBING.  AT 14,000 FEET, THE OXYGEN MASKS DEPLOYED AUTOMATICALLY (FORWARD FLIGHT ATTENDANTS MASKS DID NOT DEPLOY).  CREW DESCENDED AIRCRAFT TO 7,000 FEET AND OPERATED OUTFLOW MANUALLY AND WITH STANDBY NORMALLY.  FLIGHT RETURNED TO FIELD AT CLT AND LANDED WITHOUT FURTHER INCIDENT.  AIRCRAFT TAXIED TO THE GATE ON ITS OWN POWER.  MAINTENANCE CONFIRMED CABIN PRESSURE CONTROLLER FAILED IN AUTO MODE.  REMOVED AND REPLACED CONTROLLER PER MM 21-36-21.  PERFORMED OPERATIONAL TEST PER MM21-31-00.  REPLACED OXYGEN GENERATORS AND PACKED MASKS.  ACCOMPLISHED HULL LEAK TEST PER MM 05-51-91.  CHECKS GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT, O2 MASK DEPLOYED Part Name: CONTROLLER Part Condition: FAILED",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA20100524SB084,"PHX - FLIGHT DEPARTED PHX EN ROUTE TO IAH WITH THE LEFT PACK ON MEL.  DURING CRUISE, CREW REPORTED THE CABIN WAS VERY HOT AND WOULD NOT COOL DOWN.  CREW ALSO REPORTED THAT SOME OILY FUMES WERE PRESENT IN THE FLIGHT DECK.  ODOR WAS SIMILAR TO THAT OF WHEN A HEATER TURNS ON.  PASSENGERS BEGAN TO COMPLAIN THAT HOT AIR WAS STILL COMING OUT OF THE AIR CONDITIONING SYSTEM.  THE RIGHT PACK WAS IN HIGH FLOW AND CABIN TEMPERATURE GAUGE WAS 80 DEGREES F.  CREW USED STANDBY PRESSURIZATION MODE TO TAKE CABIN TO 6,000 FEET, AND AFTER TURNBACK AND 40 MINUTES OF FLIGHT, SOME RELIEF WAS ACHIEVED IN CABIN.  FLIGHT RETURNED TO FIELD AT PHX AND LANDED WITHOUT FURTHER INCIDENT.  NO EMERGENCY WAS DECLARED.  MAINTENANCE REMOVED AND REPLACED THE 35 DEGREE CONTROL VALVE PER MM 21-51-51.  OPERATIONAL CHECK AND LEAK CHECK GOOD.  ALSO, REPLACED WATER SEPARATOR BAGS PER MM 21-51-41-4 AND RECIRCULATION FAN FILTER PER MM 21-21-23-4.  CLEARED MEL ON THE LEFT PACK WITH THE REPLACEMENT OF THE LEFT AIR CYCLE MACHINE PER MM 21-51-11.  AIRCRAFT OK FOR SERVICE.",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA20101026SB177,"CLT - CLIMBING THROUGH 21,000 FEET, CREW REPORTED THE CABIN ALTITUDE WARNING HORN SOUNDING.  CABIN REACHED 13,000 FEET.PRESSURIZATION WOULD NOT REVERT TO STANDBY.  CREW DECLARED AN EMERGENCY AND RETURNED TO FIELD AT CLT.  FLIGHT LANDED WITHOUT FURTHER INCIDENT.  MAINTENANCE REMOVED AND REPLACED THE CABIN PRESSURE CONTROL PANEL (IN OVERHEAD) PER MM 21-31-25.  PERFORMED OPERATIONAL TEST OF PRESSURIZATION SYSTEM PER MM 21-31-00.  CHECKED OK. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROL PANEL Part Condition: FAULTY",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
USAA20110217SB030,"ATL - EN ROUTE FROM CLT TO MSY, AT FL360, CREW REPORTED THE CABIN ALTITUDE WARNING HORN SOUNDED.  QRH PROCEDURES WERE COMPLIED WITH BUT CABIN CONTINUED TO CLIMB.  FLIGHT DESCENDED, DIVERTED TO ATL AND LANDED WITHOUT FURTHER INCIDENT.  NO OXYGEN MASKS WERE DEPLOYED AND NO EMERGENCY WAS DECLARED.  MAINTENANCE TROUBLESHOT TO DEFECTIVE AFT OUTFLOW VALVE.  REPLACED AFT OUFLOW VALVE PER MM 21-31-11.  ALSO, REPLACED FORWARD OUTFLOW VALVE PER MM 21-43-11 AND RIGHT PACK VALVE PER MM 21-51-71.  RE-SECURED FLEXIBLE DUCT FORWARD OF LEFT WATER SEPARATOR.  ACCOMPLISHED JOB CARD 03L10021001.  ALL INDICATIONSNORMAL. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: OUTFLOW VALVE Part Condition: DEFECTIVE",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA20110217SB030,"AIRCRAFT WAS GROUNDED: PILOT REPORTED A DUAL PRESSURIZATION SYSTEM LOSS ENROUTE. OXYGEN MASK WERE NOT DEPLOYED. EMERGENC Y WAS DECLARED. FLIGHT LANDED WITHOUT INCIDENT. ACCOMPLISHED OPS TEST AND LEAK TEST OF BOTH PACKS. NO LEAKS NOTED IAW AM M 21-00-00. CREW PRESSURIZED A/C TO CK FOR LEAKS IAW AMM 21-20-00. FOUND AFT SERVICE DOOR LEAKING DUE TO SEAL OUT OF TRA CK. REINSTALLED SEAL IAW AMM 52-42-02. REACCOMPLISHED PRESSURE CHECK OF CABIN, NO DOOR LEAK NOTED. ACCOMPLISHED CABIN PR ESSURE CONTROLLERS BITE TEST IAW AMM 21-32-00 (NO FAULTS NOTED). ACCOMPLISHED PRESSURE CONTROLLER OPS CHECK, NO FAULTS N OTED. ACCOMPLISHED OUTFOLW VALVE OPS TEST, NO FAULTS NOTED IAW AMM 21-32-05. REACCOMPLISHED PRESSURIZATION OF CABIN, ALL",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,Door Seal,,,
USAA2011101800001,"CLT  FLT 806  EN ROUTE CUN TO PHL.  THE FLIGHT DEPARTED CUN WITH THE LEFT AIR CONDITIONING PACK ON MEL.  DURING CRUISE,THE CREW STATES: ""COULD NOT HOLD PRESSURIZATION IN AUTO, WENT TO MANUAL.  ALSO COULD NOT CONTROL UNTIL FL 7000.  L&R DUCT PRESSURE 40-50 PSI.""  THE FLIGHT DECLARED AN EMERGENCY, DESCENDED QUICKLY TO FL 170, AND THEN DIVERTED INTO CLT.  MAINTENANCE FOUND DUCT COUPLING OFF RT PACK.  REPLACED COUPLING & CLAMPS.  LEAK CHECKED, NO LEAKS NOTED.  ACCOMPLISHED EXCESSIVE CABIN PRESSURE LEAK TEST.  CHECK'S GOOD.  OK FOR SERVICE. Nature of Condition:  MULTIPLE FAILURE Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT Part Name: COUPLING Part Condition: OUT OF POSITION",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA2012022800020,"UNABLE TO MAINTAIN CABIN ALTITUDE, AT 36,000 CRUISE FLIGHT THE CABIN HORN CAME ON.  THE CABIN CLIMBED TO 11,000 FT, MASKS DID NOT DROP, RAN QRH.  DESCENDED TO 10,000 FT.  PRESSURIZATION SYSTEM RAN NORMAL AT 10,000 FT.  REMOVED AND REPLACEDPRESSURE CONTROL MODULE PER AMM 21-31-25.  PERFORMED LINE MX PRESSURIZATION HEALTH CHECK PER AMM 21-30-00, AIRCRAFT PASSED, OK FOR SERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: CONTROLLER Part Condition: INOPERATIVE",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA2013012500010,"CREW REPORTED THE AIRCRAFT WILL NOT HOLD PRESSURIZATION WITH BLEEDS AND PACKS ON IN EITHER STANDBY OR MANUAL WITH OUTFLOW CLOSED.  FLIGHT RETURNED TO FIELD AT MIA AND LANDED WITHOUT INCIDENT.  MAINTENANCE PRESSURIZED AIRCRAFT AND FOUND AIR GUSHING OUT OF THE CONDITIONED AIR DUCT ATTACHMENT POINT AT THE BOTTOM OF THE FUSELAGE.  REMOVED AND REPLACED SWING CHECK VALVE PER AMM 21-21-15.  ALSO, REMOVED AND REPLACED A/C DUCT ASSEMBLY DEBRIS SCREEN PER AMM 21-21-12.  OPS AND LEAK CHECK GOOD PER AMM 21-00-05.",No,CLIMB                                             ,Added By Random Sampling,,,,
USAA2013030100007,"EN ROUTE FROM MIA TO CLT, CREW REPORTED THE CABIN ALTITUDE HORN SOUNDED AND CABIN ROSE TO 13,000 FEET.  CAPTAIN INSTRUCTED FLIGHT ATTENDANT'S TO DEPLOY THEIR OXYGEN MASKS.  (PASSENGER OXYGEN MASKS WERE NEVER DEPLOYED.)  CREW INITIATED AN EMERGENCY DESCENT AND DIVERTED TO MCO.  FLIGHT LANDED AND TAXIED TO THE GATE WITHOUT INCIDENT.  MAINTENANCE REPLACED CABINPRESSURE CONTROLLER.  ALSO, REPLACED PRESSURE CONTROL PANEL. SYSTEM OPERATIONAL CHECK SATISFACTORY PER AMM 21-31-00-702-001.  ALSO, REPLACED FORWARD FLIGHT ATTENDANT OXYGEN GENERATOR PER AMM 25-22-11-004-045.  A/C OK FOR SERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT, O2 MASK DEPLOYED Part Name: CONTROLLER Part Condition: FAULTY",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
USAA2013030100007,"AT FL290, APPROXIMATELY 75 MILES SOUTH OF PHL, CREW REPORTED THE CABIN PRESSURE WARNING HORN SOUNDED AND CABIN PRESSUREINDICATOR READ 10,000 FEET.  FLIGHT CREW SWITCHED FROM AUTO PRESSURIZATION TO MANUAL PRESSURIZATION AND CLOSED THE OUTFLOW VALVE.  CAPTAIN DECLARED AN EMERGENCY AND DESCENDED TO 10,000 FEET.  THE CABIN OXYGEN MASKS DID NOT DEPLOY.  FLIGHT LANDED IN PHL WITHOUT FURTHER INCIDENT.  MAINTENANCE REMOVED AND REPLACED THE PRESSURE CONTROL PANEL PER MM 21-31-00.  OPERATIONAL CHECK GOOD.  COMPLETED TWO TESTS FOR OUTFLOW VALVES PER MM 21-31-00.  OPERATIONAL TEST GOOD.  AIRCRAFT OK FORSERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: CONTROL PANEL Part Condition: FAULTY",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,Controllable,,,
USAA2013122700003,"WHILE IN CRUISE FLIGHT AT FL320, THE CABIN ALTITUDE BEGAN CLIMBING UNCONTROLLABLY.  FLIGHT CREW DECLARED AN EMERGENCY WITH ATC AND BEGAN A RAPID DESCENT TO LOWER ALTITUDES.  AT FL280 THE CREW WAS ABLE TO REGAIN CONTROL OF THE CABIN ALTITUDEAND RECEIVED CLEARANCE TO REMAIN AT THE LEVEL FOR THE CRUISE PROFILE OF FLIGHT.  THE EMERGENCY WAS CANCELLED AND FLIGHTARRIVED IN ATL WITHOUT FURTHER INCIDENT.   MAINTENANCE DID PERFORM BITE AND BOTH CONTROLLERS WERE NTF. THE NR 1 AIR DATA SYSTEM CHECKED GOOD WITH NO LEAKS FOUND. BOTH THE LEFT AND RIGHT AUGMENTATION VALVES WERE CHANGED AND A LEAKING 13TH STAGE PRESSURE LINE WAS SECURED. AIRCRAFT RETURNED TO SERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: LINE Part Condition: LEAKING",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
USAA2014011300003,"AUTO PRESSURIZATION IN FLIGHT FAILED.  CREW WAS ABLE TO MAINTAIN CABIN PRESSURIZATION THRU MANUAL AC.  FLIGHT RETURNED TO CLT. AT FL280, CABIN BEGAN TO CLIMB TO 12,000 FEET & GOT WARNING HORN.  PAX O2 MASKS DID NOT DROP.  FLIGHT LANDED WITHOUT FURTHER INCIDENT.  R & R AFT OUTFLOW VLV IAW AMM 21-31-11-404.  OPERATIONS CHECKED GOOD.  PERFORMED SATISFACTORY CABIN PRESS LEAK TEST IAW AMM 05-51-91-702. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: OUTFLOW VALVE Part Condition: FAULTY",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
USAA2014020300021,"AT THE TOP OF THE CLIMB NEAR FL270 THE FLIGHT CREW NOTICED CABIN PRESSURE WAS CLIMBING AT 1500 FPM.  VERIFIED OUTFLOW VALVE FULLY CLOSED BOTH PACKS OPERATING AND AC AUTO-SHUTOFF WAS IN OVERRIDE.  INITIATED AND EMERGENCY DESCENT BUT CABIN MASKS DEPLOYED BEFORE AIRCRAFT COULD GET LOW ENOUGH.  FLIGHT CONTINUED TO BUF AND LANDED WITHOUT FURTHER INCIDENT.  MAINTENANCE FOUND THE BOOTS OFF THE LEFT ACM DISCHARGE DUCT DISCONNECTED.  REINSTALLED BOOTS, ALL CONNECTIONS FROM ACM INSPECTED AND OPS CHECKED.  AIRCRAFT RETURNED TO SERVICE AFTER MASKS REPACKED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: DUCT Part Condition: SEPARATED",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
USAA2014090200002,"ENROUTE CABIN ALTITUDE WARNING ALERTED.  ACCOMPLISHED EMERGENCY DESCENT TO 10,000 FT. CABIN ALTITUDE DID NOT EXCEED 14,000 FT, BUT WAS APPROXIMATELY 13,000 FEET ON CABIN ALTIMETER GAUGE.  DECLARED AN EMERGENCY & DIVERTED.  REPLACED THE NR 2PRESSURE CONTROLLER & THE CABIN PRESSURE SELECTOR PANEL.  REPLACED C6 & T1 ON THE POWER SUPPLY. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT, UNSCHED LANDING Part Name: CONTROLLER Part Condition: MALFUNCTIONED",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
USAA2014090200024,"ENROUTE CABIN ALTITUDE WARNING ALERTED.  ACCOMPLISHED EMERGENCY DESCENT TO 10,000 FT. THE CABIN ALTITUDE DID NOT EXCEED14,000 FEET, BUT WAS APPROX 13,000 FT ON THE CABIN ALTIMETER GAUGE.  DECLARED AN EMERGENCY & DIVERTED.  MAINTENANCE REPLACED THE NR 2 PRESSURE CONTROLLER & THE CABIN PRESS SELECTOR PANEL. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT Part Name: SELECTOR PANEL Part Condition: FAULTY",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
