Id,Text,Label,,,,,,,
660,"supplemental information, air turn back inflight shutdown declared emergency. at v1 the nr 1 engine made a loud noise and rolled back but did not shutdown. although the temperature rose above 800 there was no fire indication or smoke in the cabin. all other systems were normal. right & right nr 1 engine per mt.",Yes,,,,,,,
661,"smoke or fumes in cabin, source unknown. fumes odor in cockpit during decent power at idle. also after takeoff. checked both engine on arrival. found the nr 1 engine excessive fan blade lubricant and engine oil level is high. wiped off excessive lubricant on fan blade. checked engine oil level at departure found normal level. confirmed odor in cockpit with engine running on both packs found no odor. checked ok iaw fim 71-05-00-810-807-f00. nature of condition : smoke fumes odors sparks, inadequate q center precautionary procedure : other part name : engine part condition : contaminated",Yes,,,,,,,
662,"during initial climbout from lax at climb thrust received nr 1 engine fire light. light went out when trust reduced to idle. completed engine fire checklist and landed lax. identified parts fuel msn : 1922860. removed bracket and fuel nozzle for 1 o` clock position, metal gasket removed, broken but complete, threads appear undamaged. identified parts bolt mpn : j644p14d cpn : 7311875 qty : 3 parts. fuel nozzle mpn : j221p017 cpn : 0052477 qty : 4. replaced fuel nozzle and bracket at the 1 "" o "" clock position.",Yes,,,,,,,
663,"passenger flight en route from geo to jfk was at top of decent, at fl380 time approximate 0027z. the lt generator went off line and the auxiliary power unit generator picked up the electrical load. n1, n2, and n3 was reduced with command throttle reduced and exhaust gas temperature began to rise ( 560 degrees ). the pic commanded the lt engine to be shutdown. the pic restarted the engine success fully at 25,000 ft and the engine ran normally during decent. the pic had declared an emergency with air traffic control into jfk. the aircraft is aog in jfk with aircraft maintenance working the issue. we will file a supplemental report when more information mation is available. supplemental as of 10820. removed and replace engine ( 716801 engine ).",Yes,,,,,,,
664,"during non-revenue positioning flight crew performed a high speed abort on takeoff roll due to right engine slow to spool up. removed and installed fuel pump, hydro mechanical unit, drive cover servo and heat exchanger ref amm 73-11 & 73-21. all check outs, high power run and leak checks good.",Yes,,,,,,,
665,"left engine producing reduced thrust progressive loss with alt gain. emergency declared. removed and replaced low pressure fuel pump on #1 engine per amm 73-11-01. leak check good. operation check per power plant test 71-00-00-700-804-r03. nature of condition : warning indication, partial rpm power loss precautionary procedure : unsched landing part name : pump part condition : faulty",Yes,,,,,,,
666,aircraft not grounded. right fuel filter bypass light came on during cruise. stayed on entire flight. all engine indications were normal. light went out after engine shutdown at gate. replaced fuel filter per 73-11-02 and 71-00-00. also see control #aala201712119007. nature of condition : warning indication precautionary procedure : none part name : fuel filter part condition : warning message,Yes,,,,,,,
667,"during walk-around inspection, first officer noted oil leaking from left engine. performed inspection of external & internal on left engine, no oil leak evidence found amm 79-00-00601. aircraft ok to service. nature of condition : other precautionary procedure : none part name : unknown part condition : leaking",Yes,,,,,,,
668,"right engine bottle discharge light illuminated at 34,000 prior to descent. right engine appeared to be operating normal ly. light extinguished after landing. removed panel x found connector loose, re secured connector. ops ck good. right engine bottle discharge light works normal. ( 5761296 ).",Yes,,,,,,,
669,"during descent between 20000 and 18000 ft, the captains airspeed suddenly dropped to 170 knots indicated air speed, first officer `s was at 25 0. thrust levers advances to full throttle. the first officer disengaged ats, engine and mc lights illuminated. both engine electronic engine controllers lights indicated alteration. ran electronic engine controllers alteration checklist said to select alteration switches. both cws lights remained illumina trailing edge down, ap light kept flashing but autopilot remained engaged. first officer disengaged ap and flew visual approuch. the aircraft was grounded. maintenance performed cds built in test equipment and found numerous inflight airspeed and altitude disagree. performed left and right static system full range leak test iaw amm 34-11-00. no faults noted. performed a left and right p",Yes,,,,,,,
670,"ref tc #78472022 special detailed inspection ( sdi ) ( borescope - cfm56-7 engine. hpt blades. found 3 each low pressure turbine stage 1 ngv ' s that have cracks, 2 holes, and intersected crack. 1 crack at s17 plug, 2 cracks at s16 plug. grounded - yes. removed and replaced #2 engine esn 894362. defect transferred to shop wo 1866153.",Yes,,,,,,,
671,"ship 675 n climb out accelerating through 180 knots, while retracting flaps from fl5 fl1 the aircraft rolled and slightly yawed right consistent with a momentary wake turb encounter there was also a bang noise associated with this event but difficult to discern if it was a bird impact or engine noise. passenger in 39 def also reported small fire ball and "" steam "" momentarily eminating from the right engine exhaust area. all engine parameters remained normal with no noted fluctuations throughout this event. corrective action : performed bird strike inspection per b757 fim 71-05, no findings. performed b757 fim task 71-05 due to wake turbulence. cw era 595307-14 rev originator section i and section ii part 1. remove and replace @ 2 engine main",Yes,,,,,,,
672,"on starting the nr 2 engine, fuel spar valve light stayed on during start. start went to 50 % n2, then started to spool down, fuel control switch to cut out at about 43 % n2. performed an operation check of the nr 2 engine iaw amm 71-00-00. operation check good. ok for service. performed built in test equipment test of the right pimu iaw fim 71-01 tree 803 and no faults found. no issue son fuel spar valve light. nature of condition : false warning precautionary procedure : return to block part name : warning light part condition : false activation",Yes,,,,,,,
673,"ship 6710 - aborted takeoff - performed rejected takeoff at approximately 65kts due to right engine not responding to throttle movement. crew reported both engines operated normally on taxi out. corrective action : replaced the fuel control unit and following check out, returned the aircraft to service.",Yes,,,,,,,
674,"during cruise altitude, the right fuel gauge read 700 lbs less than the lt fuel gauge, even though center tank fuel was burned for the first hour of flight at engine shutdown, the imbalance is 4.07 3.42. the fuel burn for both engines was the same. maintenance accomplished fqis built in test equipment test with no faults found. ran fuel pumps with valves closed, found no ap parent fuel migration on the ground. no history for this issue. returned to service.",Yes,,,,,,,
675,"ship 0956 ( diversion ) diverted to cosine due to a dual exhaust gas temperature and n1 exceedance during windshear. aircraft encountered mic ro burst and was directed to divert to cosine. corrective action : after inspection in cosine, the aircraft was ferried to mem and the nr 1 engine was replaced due to failing the t4 torque check. a borescope and t-4 torque check inspection was acc omplished on the nr 2 engine with no defects found. ( lp5507029 )",Yes,,,,,,,
676,"air turn back at approximately 1000 ft above ground level after takeoff, heard a loud bang followed by an odor of smoke and momentary fluctuation on the right engine. ran qrh and returned to departure. maintenance found evidence of bird strike. replaced 1st stage blade set iaw amm 72-13. performed engine run and test, vibration survey, all system test complete.",Yes,,,,,,,
677,aircraft was grounded : maintenance reports upon arrival found running fuel leak from right engine pylon drain. removed and replaced the o-ring seals on the # 2 engine fuel feed line iaw amm 28-22-15. all ops and leak checks normal.,Yes,,,,,,,
678,"pdis 590 26-10 6452 05jan19 phx open u log pages : 3061356 level 3 engine 3 fire alert came on climbout passing fl220. com plied wqrh. emergency declared. shgn 05jan19 17 : 10 phx u opened nr 3 engine fan and reverser cowl `s, found no evidence of fire or overheat, currently inspecting loop `s. shgn 05jan19 17 : 17 phx u per crew debrief when they pulled back the throttle the fire alert went away and they shutdown the engine in-flight plus fired a fire bottle. shgn 05jan19 17 : 28 phx u after block in. per crew debrief, crew fired 1ea fire bottle, found during ts, failed upper left fire det assembly loop "" a "" also found in nr 3 engine, lt upper turbine rail fire loop rail assembly broken, both loops bent 90 degrees at rail break,",Yes,,,,,,,
679,"another aircraft reported there was fire coming out of the left engine tailpipe. aircraft aborted takeoff at 60kts. no abnormal engine indications were observed and the fire bottles were not discharged. the aircraft was grounded. maintenance found oil puddling in the tailpipe and exhaust cone. card 21090307042, stated the nr one engine has experienced a possible nr 3 bearing air oil ptfe seal degradation. maintenance completed inspection of the sump scavenge screens iaw amm 79-00-00 and found teflon material in the screen. open.",Yes,,,,,,,
680,"left cowl valve open light will not illuminate with engine anti ice switch on, or during light tests. forward panel annunciator indicates anti ice is working normally. aircraft grounded. has a history. replaced the nr 1 engine cowl valve. ops & leak checked good iaw amm 30-21-11. found anti ice & rain engine 1, engine & wing control out. gvi behind p18 panel good. circuit-breaker re-sets normally & stays in iaw amm 20-60-01. operation check the wing anti ice valves, good iaw amm 30-11-00. operation check cowl tai valve during engine run good iaw amm 30-21-00. circuit-breaker stays in. nature of condition : other precautionary procedure : none part name : anti ice valve part condition : failed",Yes,,,,,,,
681,"aircraft was grounded : pilot reports pushed up power for takeoff, #2 right engine has no engine pressure ratio movement, no n1 movement, very lit tle n2, exhaust gas temperature 470 and increased w push up. accomplished motor control module 71-91-08 slow acceleration troubleshooting card and found right h engine fuel control at fault. removed and replaced iaw card 73-91-99, 71-91-17 and 71-91-73 all checks good. also acc omplished card 72-93-11 bleed valves lube as precautionary. ok for service.",Yes,,,,,,,
682,"#1 engine on inboard side mid, around 9 o ' clock, found screw plug attached to broken safety wire hanging off the side. dot 006134 ( < p > installed and secured & nbsp ; #1 engine intergrated drive generator air oil heat exchange shut-off valve lock screw iaw b767 amm 20-10-23 and amm 24-11-07.",Yes,,,,,,,
683,"aircraft was grounded : fire loop 1 engine right status message at cruise. crew declared an emergency, returned to jfk landing safely. replaced right engine fire detector assembly m26020 per amm 26-11-01.",Yes,,,,,,,
684,"inspection type : 2c nr 3 engine outboard thrust reverser fas a support bracket stiffener cracked at the 4 o ' clock position. removed and replaced stiffener, iaw srm 54-01-42. ( minor )",Yes,,,,,,,
685,"right rev isolation valve eicas message after engine start. aircraft returned to gate, aircraft was grounded. maintenance investigated problem. operational check of right reverser good, iaw amm 78-31-00. rev cycled 3x times with no messages. aircraft released for flight.",Yes,,,,,,,
686,"during left engine start only, duct pressure gauge fluctuations 10-30psi and only able to achieve 16 % n2 very slow to sp ool, no parameters exceeded. right start normal. aircraft back to block and grounded by maintenance. removed and replaced k 10247 and k10250, left & right engine start 2 relays. removed and replaced auxiliary power unit surge valve iaw b767 amm 49-53-01. operation check good. duct pressure stayed at 38psi throughout start and left engine n2 2890 at max motor. operation check good. aircraft remains etops 180. aircraft returned to service.",Yes,,,,,,,
687,"fuel leaking from the nr 2 engine pylon, aft of engine exhaust. determined source of the leak and repaired iaw amm 28 - 11. nature of condition : other precautionary procedure : none part name : unknown part condition : leaking",Yes,,,,,,,
688,""" fuel disagree prog 2 "". fuel flow disagree by 600# ' s totalize fuel only into flight. right higher than left. removed and replaced #2 engine fuel flow transmitter iaw amm 73-31-01 and performed engine run and leak check. lech check good, fuel flow now at 1.1 versus 1.6. aircraft back in service.",Yes,,,,,,,
689,right engine bleed valve caution message during descent. emoved and replaced right engine high pressure shut off valve controller iaw amm 36-11-08. operation check good on ground. nature of condition : warning indication precautionary procedure : other part name : controller part condition : malfunctioned,Yes,,,,,,,
690,"aborted takeoff smke fire - on takeoff at approximately 140 knots the left engine failed accompanied by smoke in the flight deck. after stop ping on runway the tower reported an engine fire, discharged two fire bottle and was given an all clear by airport rescue. maintenance found the 1st stage fan wet with oil and the lpc seized. removed and replaced lt engine per work cards.",Yes,,,,,,,
691,"level 1 fire detector 1 fail alert flashed intermittently for nearly the entire flight, beginning passing approximately fl280 on initial climb and received an aural nr 1 engine fire warning on short final. no fire lights noted. verified wiring from fdcu p1-1690a and p1-1690b to r5-817 and r5-237 in cabin air compressor. removed and replaced the right thrust reverser lower fire det sector assembly iaw mm 26-11-03-4-2, nr 1 engine b loop operation check good.",Yes,,,,,,,
692,"right engine inboard thrust reverser cowl, pump fitting found leaking. tightened the pump fitting iaw amm 70-50-00, no leaks revealed. nature of condition : fluid loss precautionary procedure : none part name : fitting part condition : leaking",Yes,,,,,,,
693,"flight 99 diverted, during climb out passing 18000 ft the right engine compressor stalled. a yawing movement and loud bang was heard. first officer declared emergency. parameters remained normal for duration of flight, normal landing. replaced vsv actuator and electronic engine controllers. system operation is normal.",Yes,,,,,,,
694,"after both engines were started. while awaiting the ground crew to clear the wing. the autothrottle servo engaged and attempted to advance the power. captain restrained thrust lever movement, no indications or cockpit effects other than the audible noise from atms servos, autothrottle disconnect selected and servos disengaged. no autothrottle disconnect alert annunciated. re-set power for left and right aims, spotted no existing faults, history in mat was dumped, correlated the aims built in test equipment data for further analysis iaw mt 22-014. aircraft ok to continue service. nature of condition : other precautionary procedure : other part name : autothrottle system part condition : malfunctioned",Yes,,,,,,,
695,"on climb out passing 16000 eicas message left engine ovht. leveled at 19000 to comply with qrh 8.1.20. left engine throttle was br ought to idle and message cleared after approximately 30 seconds. continued climb to 350 and continued to destination with no further issues or abnormal indications noted at any time. emergency was declared due to non-normal landing co nfiguration per qrh. found aft v-band clamp not secured on the intermediate pressure check valve. was leaking with auxiliary power unit air applied. tightened v-band clamp, leak checked and found no air leaking. ran engine ref jrh, leak checked with engine running at idle. no leaks. ref mm 36-11-06, jrh.",Yes,,,,,,,
696,defect : ground crew reports flames and smoke from #1 engine tailpipe on shutdown - action taken : gained access to oil inlet cowl replaced preca tua tionary flange assembly gasket ran engine on to takeoff power for 5 min and leaves noted to supply and scavenge and surronding area replaced flange assembly gasket ref amm 72-00-00 ok for service,Yes,,,,,,,
697,"the aircraft was grounded. at cruise, the aircraft experienced a throttle split and the right hand engine. the engine wo uld not make power. the aircraft diverted to pty and landed without further incident. contract maintenance is troubleshooting the fault. * supplemental report to update sections 4 and 5. replaced nr 2 engine fuel flow governor per motor control module card 73-94-01. * ( closed ) ( see control #aala20180125007 and #aala201801309026 ) ( mics 70265023 and 34049409 )",Yes,,,,,,,
698,"the pilot reported that approximately six hours into the flight, experienced a fuel imbalance. fuel in right tank was about 3800 lbs lower then left tank. right engine burning 300 lbs per hour more than the left. followed the checklist, and rebalanced fuel. maintenance reported that there were no fuel flow messages found iaw amm 71-00-00-700-838-r00, no abnormal mismatch between fuel flows between both engines.",Yes,,,,,,,
699,"returned to departure due to the nr 1 engine bleed off and no nr 1 engine anti ice. performed pneumatic health check and found the lt prv failed, replaced the lt prv, performed complete health check and engine run. and performed op check of left pack. nature of condition : warning indication precautionary procedure : unsched landing part name : valve part condition : failed",Yes,,,,,,,
700,"left engine oil 35-30 percent after 1hr of flight 1 engine. emergency declared. right & amperage ; right center vent tube o rings and damper seals on #1 engine. ref amm 72-55-00-941-802-f00 and ea 7255-01044 rev center op 1. leak check good. nature of condition : warning indication, fluid loss precautionary procedure : unsched landing part name : seal part condition : leaking",Yes,,,,,,,
701,during left engine start the spar valve light did not illuminate. cycled fuel valve and performed operational check of spar valve iaw amm 28-22-00. valve indicates normal. engine run performed by flight crew with no discrepancies iaw amm71-00-00. nature of condition : false warning precautionary procedure : return to block part name : warning light part condition : false activation,Yes,,,,,,,
702,"right after rotation something impacted the front of the aircraft. captain ' s side airspeed went unreliable engine caution light illuminated. grounded - yes. diversion time 36 minutes - cw built in test equipment ck of #1 and #2 engine, autothrottle and flight management computer 1 & 2 no curr ent faults. captain pitot probe plugged with insect snarge. removed and replaced probe ref b737-900 amm 34-11-01-000-400 - 801. leak ck good. on lp 60045165. leg showed built in test equipment msgs 73-31641 and 73-31642 and 22-31520. electronic engine controllers tests pass #1 and #2 engine. air data inertial reference unit adr tests pass. autothrottle servo motor tst pass. ref amm 22-31-00, 73-21-00 and 34-21-00. completed bird strike conditional inspection ref amm 05-51-18-210-801 no damage found.",Yes,,,,,,,
703,"during engine start of the nr 1 engine. the engine n2 rose very slowly and hung at 19 % at about 40 seconds into the start. aircraft grounded. performed fim 80-05, task 806, engine started slow n2 acceleration to idle or hung start with no defects noted. verified lt engine flow control valve opened fully iaw amm 21-51-00. checked for leaks and wing valve, no leaks noted iaw amm 30-11-11 and amm 30-21-00. removed & replaced the left flow control valve iaw amm 21-51-01. ops and leak checked good. removed & replaced the nr 1 start valve amm 80-11-03. ops tested good. removed & replaced air conditioning module iaw amm 21-51-65-400-801. accomplished pack zone temperature controller built in test equipment test iaw amm 21 - nature of condition : other precautionary procedure : other part name : engine part condition : malfunctioned",Yes,,,,,,,
704,"diversion - emergency declared * after level off right fuel gauge started to decrease excessively - approximately 5000 imbal - with fue left config light - accomplished checklist and shutdown engine. no history, no fqis faults, no internal external fuel leaks, and fuel sticks agree with quantity indicator ation. iaw 28-44-00 system ok for service",Yes,,,,,,,
705,"aircraft was grounded : pilot reports while enroute in anu while burning fuel from center tank, right main tank quantity decreased very slowly to about 500 lbs imbalance balance tank stabilized. no noticeable roll in aircraft upon gate arrival. imbalance decreased to within 300 lbs between tanks 1 and 2 upon engine 2 shutdown engine fail annunciated on no.2 exhaust gas temperature. maintenance removed and replaced fuel qty processor iaw amm 24-41-81. accomplished installation test and built in test equipment iaw amm 24-41-00. no faults noted. operation check good.",Yes,,,,,,,
706,"#2 engine source off light at 40,000 feet auxiliary power unit fault light on attempted start landing uneventful. did not start auxiliary power unit after landing. right & right #2 engine generator control unit per amm 24-21-81 spu fault 49-41010 checks good per fim 49-40 task 801. rar# 90558 pos 2 pn off on 762185h sn off 3732 sn on aaa6008973",Yes,,,,,,,
707,"turb case cool hpt right eicas status right engine high pressure turbine ( hpt ) case cooling actuator is stuck or reverted to its fail safe position. fim task ref : fim task reference not found cmc msg# 7560662 flight status : a intermittence center ode : h ph : cruise narrative : electronic engine control ( right engine, ch a ) cmc msg# 7560662 flight status : a intermittence code : h ph : cruise narrative : audio control panel ' d test on mat, test showed ' fail ' applied mel. to place engine 2 hpt turbine case cooling on deferral per mel 7524h and cw maintenance procedures applied mel, wire connector dm75004 have bn moved icw mel75020 right tcc valve inoped. replaced tcc actuator per amm75-24-05 ops and leakd checked good mat test passed rotable parts change",Yes,,,,,,,
708,"aircraft was grounded : left engine oil qty indication low with oil pressure fluctuating in precautionary amber zone, flight declared emergency and diverted to rdu. * supplemental report will be submitted.",Yes,,,,,,,
709,"returned to departure, due to a hydraulic system a engine pump loss. pump would not depressurize in-flight. an emergency was declared and aircraft landed without incident. aircraft was grounded. engine hydraulic pump does not depressurize, engine 1 hydraulic pump reads low pressure, followed by system a quantity loss to 14 %,. while servicing system a hydraulic driven pump found to be leaking from drain mast. replaced left engine pump, return, supply and case drain lines iaw amm 29-11-11 and system a associated filters. also accomplished system a flush and fill iaw motor control module cards 29-93-01 and 29-9 3-02. all operations and leak checks are good.",Yes,,,,,,,
710,"nr 2 engine, blade 21 had a crack indication on the forward shank. right & right the blade iaw mt.",Yes,,,,,,,
711,"on climb out between 14,500 and 15,000 feet we heard a loud bang accompanied with an aircraft shutter and noted left engine ine no engine pressure ratio, no n1, exhaust gas temperature approximately. 775, did immediate action items and shutdown left engine per qrh. stabilized aircraft at 16,00 feet returned to kiad in discussions with the flight attendants no odors or smells were noted in cabin. removed and replaced lt engine iaw 7100-4682-lh. peformed ops chks. all good. no leaks noted. aircraft ok for service power plant, jt off 88-7110-9-0010 25953 on 88-7110-9-0010 25878. ( lp5549996 )",Yes,,,,,,,
712,parts departing airplane 1 during initial inspection during 4c check at sat found #2 engine. inboard thrust reverser #9 cascade broken missing and support ring broken.,Yes,,,,,,,
713,"aircraft was grounded : on takeoff roll full power ( reduced at 62 ) at 90kts got a lt engine red eicas and light aborted takeoff as throttles came back lights and horn went out. accomplished fim, gvi, and power runs, no defects found. right & right nr 1 automatic fire overheat logic test system card m10224. operation check good iaw amm 26-10-01.",Yes,,,,,,,
714,"emergency declared. flight returned to departure. account after takeoff upon gear retraction the left engine exhaust gas temperature indicated an overheat and multiple red eicas messages. landing uneventful. removed and replaced left engine fuel control module and fuel cutoff switch iaw amm 76-11-02, and left engine indication and crew alerting system computer iaw amm 31-41-02. operation check good. aircraft was grounded. nature of condition : warning indication precautionary procedure : unsched landing part name : switch part condition : faulty",Yes,,,,,,,
715,nr 2 engine inboard c-duct upper bifurication panel damage upper bifurication upper track beam support panel evaluated and found to be corrosion. corrosion out of limits as per em 78-31-28-300-085 replaced the thrust reverser assembly iaw wo : 00074 899 wri : 78305814 and sequencer # 000623.,Yes,,,,,,,
716,"bolt missing from nr 1 engine forward spinner cone. aircraft grounded. performed conditional inspection of nr 1 engine, found no evidence of parts entering engine iaw amm 71-00-00-800-802-f00 and 05-51-59-200-801. replaced the bolt iaw amm 72-21-01. nature of condition : other precautionary procedure : none part name : bolt part condition : missing",Yes,,,,,,,
717,"aircraft was grounded : at cruise 37,000 feet the number 1 oil filter bypass light illuminated. ran the quick reference handbook procedure and shutdown the number 1 engine. declared emergency, diverted to stl. aircraft was overweight for landing. removed and installed serviceable 8130 number 1 engine per card 08l4007203.",Yes,,,,,,,
718,"engine 2 failed to start after 2 attempts. found spar valve circuit-breaker popp ed found #2 engine fuel shut-off wire w1034-1001-20, between disconnects d40034 to d970, nacelle sta 285, wd 28-21-11 damaged due to chaffing on structure. performed shielded wire repair per swpm 20-10-13 and adjusted wire for proper seperation from structure and slack for high vibration areas per spwm 20-10-11, no further faults, returned to service. splice repair. performed engine spar valve test ref 28-22-00, wire at next heavy maintenance visit and log 5933217 for achive of ref ea2820-02207 rev originator. see log 5933003 for dip to replace",Yes,,,,,,,
719,air turnback-#1 engine fuel filter bypass light illuminated during climb out. right & right fuel igniter and fuel filer differential pressure switch iaw amm. nature of condition : warning indication precautionary procedure : unsched landing part name : pressure switch part condition : faulty,Yes,,,,,,,
720,"during climb at 37000 ft, heard and felt low rumbling in the airframe. possiblely a lt engine compressor stall. left engine exhaust gas temperature rose. amber light on engine gas termperature indicator. odor of acrid fumes noticed in the cockpit and a report from flight attendants in the cabin. no visible smoke. return to land. torn off left engine bl eed while descending. engine indications remained normal, fumes dissipated. aircraft taken out of service. accomplished motor control module 72-92-12, compressor surge, no faults noted sic 05-96-70, smoke odor fumes, no odor noted. sic 4919, left engine oil system chip detectors check, and serviced, all ok. ok for service.",Yes,,,,,,,
721,"aircraft was grounded : pilot reports on takeoff roll, toga was pushed at 40 % n1, thrust levers advanced to takeoff power, but flight directors did not appear until airborne by selecting heading and v navigation. maintenance replaced #2 thrust leading edge ver toga switch and operation check good iaw amm 22-11-39.",Yes,,,,,,,
722,"tower reported smoke coming from number 1 engine on departure. emergency declared. visually inspected inlet and exhaust, drain tubes, and opened thrust reverser pressure relief doors lt & right, no leaks found. checked oil quantity, good. checked engine oil contamination at fill cap, none found. checked engine for leaks. everything looked dry. oil from tank no fuel smell. no evidence of oil and fuel mixing. ran engine at power for 5 minutes. no black smoke. all parameters within limits. powerplant engineering concurs that all is normal and no other actions required at this time. nature of condition : smoke fumes odors sparks precautionary procedure : unsched landing part name : unknown part condition : smoke",Yes,,,,,,,
723,"emergency declared. flight returned to departure. after takeoff on gear retraction, the left engine exhaust gas temperature indicated an overheat and multiple red eicas messages. landing uneventful. removed and replaced left engine fuel control module and fuel cutoff switch iaw amm 76-11-02, and left engine indication and crew alerting system computer iaw amm 31-41-02. good. aircraft was grounded. nature of condition : warning indication precautionary procedure : unsched landing part name : computer part condition : faulty",Yes,,,,,,,
724,aircraft not grounded. right fuel filter bypass light came on during cruise. stayed on entire flight. all engine indications were normal. light went out after engine shutdown at gate. replaced fuel differential pressure switch per 73-34-01.also see control #aala201712089027. nature of condition : warning indication precautionary procedure : other part name : pressure switch part condition : warning message,Yes,,,,,,,
725,"oil quantity on the nr 2 engine had dropped from 11 quarts to 5 quarts. flight had remained overnight, due to high oil center onsumption the previous day. after captain consulted with dispatch and tech they concurred that at current rate of loss they would need to return to lhr. emergency was declared. aircraft landed overweight without incident. engine oil left engine decreased from 16 quarts to 11 quarts in first hour of flight. oil continued to decrease to 9 quarts. replaced leading edge ft integrated drive generator and replaced accessory gearbox seal. all operations now normal per amm 72-64-01 and amm 24 - 11-01. this sdr is for the integrated drive generator. ( see also sdr control #aala201808219024 )",Yes,,,,,,,
726,engine 1 overheat light is on engine 1 overheat light illuminated in-flight. ran qrh - light went out at 50.6n1. emergency declared. found leaking gasket on air line to hptacc. no faults noted. nature of condition : false warning precautionary procedure : unsched landing part name : gasket part condition : leaking,Yes,,,,,,,
727,"emergency declared. flight returned to departure, after takeoff on gear retraction the left engine exhaust gas temperature indicated an overheat and multiple red eicas messages. landing uneventful. removed and replaced left engine fuel control module and fuel cutoff switch iaw amm 76-11-02, and left engine indication and crew alerting system computer iaw amm 31-41-02. good. aircraft was grounded. nature of condition : warning indication precautionary procedure : unsched landing part name : fuel control part condition : faulty",Yes,,,,,,,
728,"air turn back, pilot reported duct pressure gauge had a 20 % split with #2 indicating lower pressure. right & right nr 2 engine high stage pressure regulator per amm.",Yes,,,,,,,
729,"immediately after takeoff fa ' s reported fumes smoke in cabin. followed qrh procedures for return to lax. source of fu mes smoke could not determined by cabin crew. note : nr 2 engine oil qty during start was 70 %. at starter cutout oil qty was 9 8 % replaced nr 2 engine supply filter per amm 79-21-03 & scavenge filter per amm 79-21-06. drained excess oil from reservoir & serviced to proper level per amm 12-13-11. engine idle runs good, no other faults noted at this time. performed nr 2 engine internal oil system inspection borescope per power plant engineering ref nrc d350652 for completion. ref logpage for resolution of smoke fumes in cabin.",Yes,,,,,,,
730,"during climb out, the nr 2 engine low pressure light illuminated. hydraulic b system indicated 106 %, 2870. followed qrh procedures then noticed low pressure light illuminated b system. nr 2 engine qty & pressure both indicated zero. the flight declared an emergency and returned to departure, using flaps 15, without further incident. right & right the right engine engine driven pump iaw amm 29-11-51. right & right elevator feel computer, due to hydraulic contamination iaw motor control module 27-94-13. all required test accomplished. also hydraulic flushing accomplished iaw motor control module 29-93-01. the aircraft was grounded. nature of condition : warning indication, fluid loss precautionary procedure : unsched landing part name : pump part condition : failed",Yes,,,,,,,
731,"aircraft returned of flight due to during climb, the left fire detection system fault light turned on. maintenance personnel performed left engine fire detection test iaw amm 26-10-00, detecting loop b of left engine with fault ; so the circuit circuit-breaker a24, a21 on panel p6-2 were reseated iaw amm 26-11-00 and the wiring in connector dj2501 was fixed iaw wdm26-11-11 and both core fire detector were replaced iaw amm 26-11-01, tested correct. nature of condition : false warning precautionary procedure : other part name : fire detector part condition : failed",Yes,,,,,,,
732,"fume event on climbout and descent at 12k altitude both times with engine ai usage. aft lavatory, captain side, fire alarm activat ed. went out after 5 mins. no smoke of fiew reported. found auxiliary power unit air inlet contaminated with hydraulic fluid. left thrust reverser cntl valve upper lines has pin hole at bend. fabricated new hydraulic per amm 20-12. cw auxiliary power unit cleang per wc 4900-1185. r-r lt hydraulic t-rev deploy line per amm 29-21. new lt t-rev deploy line leaks at b-nut on valve. requires new line. removed lr t-rev deploy line per amm 29-21. replaced lt t-rev deploy line requires leak check. replaced line iaw amm 29-21. left t hr rev deploy line hydraulic line leak cks good. nr 2 engine chg due to oil contamination on log 5037935. fume event worked on no",Yes,,,,,,,
733,"while accomplishing tc sbccfm56-7b-0986-1, the nr 2 engine, third stage shroud segment retaining pin at 9 o ' clock position causing down stream damage to high pressure compressor & vsv and second stage seal segment rotated & overlapped upper segment cracked approximately 2 inches with missing material at the 3 o ' clock position. aircraft grounded. removed & replaced the nr 2 engine iaw wo #376251. nature of condition : other precautionary procedure : none part name : engine part condition : damaged",Yes,,,,,,,
734,in-flight emergency declaration. air turn back. 5 compressor stalls surges with engine exceedance values recorded. indications returned to normal thereafter and prior to landing. aircraft grounded for borescope inspection and further analysis. work in progress. removed and replaced valve assembly. removed and replaced right engine. operational checks satisfactory. engine runs satisfactory. fault not duplicated. no further defects noted. aircraft released to service etops 180. nature of condition : partial rpm power loss precautionary procedure : other part name : compressor part condition : stalled,Yes,,,,,,,
735,fire overheat indication received during climb. accomplished checklist and light extinguished. normal flight continued. inspected right engine fire overheat detection system and found sensing element grounding to support tube on upper aft engine fire loop. adjusted sensing element iaw amm 26-11-00. operational check good. nature of condition : false warning precautionary procedure : other part name : sensing element part condition : shorted,Yes,,,,,,,
736,"approximately 3 hours into flight, the center tank quantity and total fuel quantity went blank and stayed blank. aircraft grounded. quantity returned after power transfer from engine to auxiliary power unit during engine shutdown. complied with fqis ops test iaw amm 28-41-00-710-801. no current faults. previous flight leg showed fault code 28-41301 center qty blank 1 or more tank unit open. no current faults fqis, ops test good. ok for service. nature of condition : no warning indication precautionary procedure : unsched landing part name : display part condition : inoperative",Yes,,,,,,,
737,"odor prevalent after takeoff and throughout flight. odor strongest from right pack on the nr 2 engine bleed. no contamination was found. found turbine oil odor isolated to the nr 2 engine. suspect issue with buffer air valve. replaced nr 2engine buffer air valve iaw amm 75-22-01. ran the nr 2 engine at high power, oil odor in cabin with right pack running. replaced the nr 2 engine iaw amds 7100-9901-02. nature of condition : smoke fumes odors sparks precautionary procedure : other part name : engine part condition : odor",Yes,,,,,,,
